Symbol,priceChange,priceChange%,priceAvg,variance,volatility,previousCloseChange,previousCloseChange%,openChange,openChange%,highChange,highChange%,lowChange,lowChange%,yearHighChange,yearHighChange%,yearLowChange,yearLowChange%,matchedYearHigh,matchedYearLow,bidAvg,bidVar,bidVolatility,bidChange,bidChange%,askAvg,askVar,askVolatility,askChange,askChange%,tradeSizeAvg,tradeSizeAvg$,bidSizeAvg,bidSizeAvg$,askSizeAvg,askSizeAvg$,maxTradeSize,maxAskSize,maxBidSize,maxTradeSize$,maxAskSize$,maxBidSize$,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Industrials,Information Technology,Materials,Real_Estate,Telecommunications_Services,Utilities,matchedDayHigh,matchedDayLow,sampleTo20DaysVolume,sampleToYearVolume,sharesOutstanding,maxTradeSizeToSharesOutstanding,dividendYieldAnnual,dividendRateAnnual
MMM,-0.12000000000000455,-0.0005729838132072986,209.18990000000002,0.016120989999999218,0.12696846065066403,-0.2400000000000091,-0.0011453113815318972,0.1599999999999966,0.0007650011953143514,-0.3499999999999943,-0.0016693694553085677,0.5800000000000125,0.0027787093374216096,-5.340000000000003,-0.024877707896575837,45.46000000000001,0.2774488861763809,0,0,209.15309999999997,0.015599390000000298,0.12489751798975149,-0.06999999999999318,-0.00033438425527846174,209.23049999999995,0.01514475000000043,0.12306400773581376,-0.0800000000000125,-0.00038204393505259074,79.430000000000007,16615.953757000003,13110.0,2741997.1409999994,10562.0,2209892.5409999993,200.0,30000.0,90000.0,41837.980000000003,6276914.9999999981,18823778.999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0.004600789021126096,0.0043638373419873895,596770.0,0.00033513749015533624,2.23,4.7
ABT,-0.060000000000002274,-0.001121704991587255,53.418399999999998,0.00068544000000000146,0.026180909075125741,-0.21000000000000085,-0.003914988814317689,-0.21000000000000085,-0.003914988814317689,-0.29999999999999716,-0.005583472920156284,0.060000000000002274,0.001124227093873005,-1.3699999999999974,-0.024999999999999956,16.049999999999997,0.42937399678972704,0,0,53.413799999999995,0.00061155999999999808,0.02472973918180291,-0.07000000000000028,-0.0013089005235602147,53.424199999999992,0.00062836000000000597,0.025067109925159023,-0.07000000000000028,-0.0013086558235184198,93.799999999999997,5010.6459199999999,32677.0,1745402.7425999998,26685.0,1425624.7769999998,338.0,130000.0,270000.0,18055.4192,6945145.9999999991,14421725.999999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0015841533325316865,0.0013679355897756585,1737440.0,0.00019453909199742148,2.01,1.06
ABBV,-0.0899999999999892,-0.0010110087620758168,88.968699999999984,0.016501309999999946,0.1284574248535286,-0.029999999999986926,-0.0003372302158271912,0.20000000000000284,0.002254029076975125,-0.4099999999999966,-0.004589209760465599,1.1000000000000085,0.01252419446658327,-2.019999999999996,-0.02221000549752607,33.870000000000005,0.6151471122411915,0,0,88.936599999999999,0.016990439999999916,0.13034738202204108,-0.09000000000000341,-0.0010114632501686154,88.994500000000002,0.019838750000000179,0.14085009762155004,-0.09000000000000341,-0.0010108952038639044,98.379999999999995,8752.7407059999987,20277.0,1803367.4382,17756.0,1580186.3419999999,710.0,64600.0,240000.0,63167.776999999987,5749044.7000000002,21344784.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0010472479350438029,0.0015767903133337832,1594090.0,0.0004453951784403641,2.96,2.56
ACN,-0.5699999999999932,-0.0041917929107221155,135.4701,0.081790989999999897,0.28599124112461888,-0.9099999999999966,-0.00667546948356805,-2.0900000000000034,-0.015200000000000024,-2.1100000000000136,-0.015343222803955886,0.5099999999999909,0.003780578206078509,-3.289999999999992,-0.023720259552992014,23.099999999999994,0.20568070519098916,0,0,135.4402,0.084585960000000529,0.29083665518637869,-0.539999999999992,-0.003972340738561071,135.5138,0.090629560000000442,0.30104743812230067,-0.5500000000000114,-0.004044415030517033,79.459999999999994,10764.454146,17250.0,2336343.4500000002,18204.0,2466893.2152,206.0,52100.0,170000.0,27906.8406,7060268.9800000004,23024834.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0032564426007935785,0.0036163962106575825,617990.0,0.00033333872716386994,1.75,2.42
ATVI,0.4000000000000057,0.006245120999219449,64.242199999999997,0.014139160000000079,0.11890819988545819,0.9100000000000037,0.014321687126219762,0.9299999999999997,0.014641057934508811,-0.009999999999990905,-0.00015513496742151575,1.0,0.015760441292356184,-2.1299999999999955,-0.031991589065785454,29.330000000000005,0.8351366742596813,0,0,64.225700000000003,0.0143625099999999,0.11984368986308749,0.4099999999999966,0.006402248594628303,64.271500000000003,0.016054749999999923,0.12670733996102959,0.37999999999999545,0.005929162115774621,75.670000000000002,4861.2072740000003,16905.0,1085735.4584999999,14706.0,945176.679,136.0,90000.0,190000.0,8736.9391999999989,5784435.0,12202883.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0012524085735120965,0.0010943072450891028,754920.0,0.00018015153923594553,0.48,0.3
AYI,-0.160000000000025,-0.0009323465998486393,171.22590000000002,0.040794190000000653,0.20197571636214254,3.319999999999993,0.019746624635698526,1.8699999999999761,0.011027243778747352,-0.3300000000000125,-0.001921061823262385,1.8699999999999761,0.011027243778747352,-95.63,-0.35805751085816984,18.169999999999987,0.11854123173277653,0,0,170.905,0.086275000000000934,0.29372606285449193,0.3400000000000034,0.0019883040935672713,171.54910000000004,0.084004189999999035,0.28983476327038316,-0.21999999999999886,-0.0012807078821748682,53.950000000000003,9237.637305000002,12490.0,2134603.4500000002,9374.0,1608101.2634000003,100.0,20000.0,40000.0,17122.590000000004,3430982.0000000009,6836200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.009866820780493871,0.007366706310788982,42090.0,0.0023758612497030173,0.31,0.52
ADBE,0.0,0.0,148.31119999999999,0.013704560000000207,0.11706647684115298,1.4299999999999784,0.00973915412381651,1.4499999999999886,0.009876711395681416,-0.3300000000000125,-0.002220876236624352,1.4499999999999886,0.009876711395681416,-9.629999999999995,-0.060991829754892625,50.25999999999999,0.5128571428571428,0,0,148.2355,0.013392749999999898,0.11572704956059278,0.0,0.0,148.37659999999997,0.015274440000000486,0.1235898054048168,0.12000000000000455,0.0008093889113719449,65.590000000000003,9727.7316080000001,8182.0,1212862.861,12597.0,1869100.0301999997,382.0,60000.0,90000.0,56654.878399999994,8902595.9999999981,13341195.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0024446797558972913,0.002827128363437933,493410.0,0.0007742040088364646,0.0,0.0
AAP,0.13000000000000966,0.0013151239251391975,98.815499999999972,0.010630749999999817,0.10310552846477156,-0.519999999999996,-0.005226130653266292,-1.009999999999991,-0.01010101010101001,-1.009999999999991,-0.01010101010101001,0.6899999999999977,0.0070200427306948586,-78.85000000000001,-0.4434010009559692,16.77000000000001,0.20398978226493142,0,0,98.66940000000001,0.029729639999999603,0.17242285231372204,-0.05000000000001137,-0.0005062778452816055,99.005300000000005,0.037610910000000219,0.19393532427074811,0.23999999999999488,0.0024205748865355004,75.329999999999998,7443.7716149999978,11255.0,1110524.0970000001,11581.0,1146580.3793000001,100.0,30000.0,27500.0,9881.5499999999975,2970159.0,2713408.5000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0042553095338026805,0.004740442969947618,73860.0,0.0013539128080151638,0.25,0.24
AES,0.02999999999999936,0.0027075812274367653,11.084499999999997,0.00011674999999999503,0.010805091392486924,0.02999999999999936,0.0027075812274367653,0.02999999999999936,0.0027075812274367653,0.0,0.0,0.08000000000000007,0.007252946509519499,-1.9000000000000004,-0.14604150653343584,0.5099999999999998,0.048113207547169794,0,0,11.083599999999997,9.103999999999612e-05,0.0095414883535010469,0.019999999999999574,0.0018050541516245102,11.093599999999997,9.103999999999612e-05,0.0095414883535010469,0.019999999999999574,0.001803426510369664,100.18000000000001,1110.4452099999996,158264.0,1754134.8703999994,271114.0,3007630.2703999993,802.0,555900.0,418400.0,8889.7689999999966,6166932.2399999984,4637378.2399999984,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0024852985831466095,0.001889065932511809,660260.0,0.0012146730076030654,4.28,0.48
AET,1.0100000000000193,0.006422485056594298,157.78970000000004,0.16275491000000039,0.40342894045915989,0.9699999999999989,0.0061665607120152495,0.8700000000000045,0.005527318932655683,-0.01999999999998181,-0.0001263503695747161,1.2700000000000102,0.008089171974522358,-6.25,-0.03798930221249696,53.68000000000001,0.5132421837651784,0,0,157.70249999999999,0.16942275000000023,0.41160994885935426,1.0600000000000023,0.006743860542053711,157.91649999999998,0.16368674999999996,0.40458219189677636,0.960000000000008,0.006094851120563825,67.019999999999996,10575.065694000003,12729.0,2007395.1224999998,9641.0,1522472.9764999999,200.0,37500.0,38900.0,31557.94000000001,5921868.7499999991,6134627.2499999991,0,0,0,0,1,0,0,0,0,0,0,0,1,0.003609608603600668,0.0027710967415425112,331700.0,0.0006029544769369913,1.32,2.0
