Symbol,priceChange,priceChange%,priceAvg,variance,volatility,previousCloseChange,previousCloseChange%,openChange,openChange%,highChange,highChange%,lowChange,lowChange%,yearHighChange,yearHighChange%,yearLowChange,yearLowChange%,matchedYearHigh,matchedYearLow,bidAvg,bidVar,bidVolatility,bidChange,bidChange%,askAvg,askVar,askVolatility,askChange,askChange%,tradeSizeAvg,tradeSizeAvg$,bidSizeAvg,bidSizeAvg$,askSizeAvg,askSizeAvg$,maxTradeSize,maxAskSize,maxBidSize,maxTradeSize$,maxAskSize$,maxBidSize$,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Industrials,Information Technology,Materials,Real_Estate,Telecommunications_Services,Utilities,matchedDayHigh,matchedDayLow,sampleTo20DaysVolume,sampleToYearVolume,sharesOutstanding,maxTradeSizeToSharesOutstanding,dividendYieldAnnual,dividendRateAnnual
MMM,-0.12999999999999545,-0.0005720320337938724,227.14560000000009,0.003904639999999601,0.062487118672568037,-2.200000000000017,-0.009593162691318262,-0.9699999999999989,-0.004252520824199907,-0.9699999999999989,-0.004252520824199907,0.9499999999999886,0.004200194535325797,-11.77000000000001,-0.04926747593135207,56.41,0.3304240862230553,0,0,227.11460000000005,0.0035468399999995354,0.059555352404293063,-0.08999999999997499,-0.0003961267605632702,227.18979999999999,0.0037239600000002026,0.061024257471928349,-0.0700000000000216,-0.00030800369604444755,86.010000000000005,19536.79305600001,10858.0,2466010.3268000004,18658.0,4238907.2884,100.0,150000.0,20000.0,22714.560000000009,34078470.0,4542292.0000000009,0,0,0,0,0,1,0,0,0,0,0,0,0,0.004133049499526677,0.004688902929732965,595610.0,0.00016789509914205605,2.06,4.7
ABT,0.04999999999999716,0.0009104151493080327,54.928900000000013,0.00018778999999998543,0.013703649149040027,-0.03999999999999915,-0.0007271405199054563,0.18999999999999773,0.003468419131069692,-0.10000000000000142,-0.0018158707100054735,0.4200000000000017,0.007699358386801132,-1.7199999999999989,-0.03034044805080259,17.589999999999996,0.47057249866238615,0,0,54.920000000000002,0.00029200000000002022,0.017088007490635652,0.04999999999999716,0.0009104151493080327,54.93869999999999,0.00023731000000000896,0.015404869360043563,0.04999999999999716,0.0009102494083378329,85.870000000000005,4716.7446430000018,29306.0,1609485.52,18622.0,1023068.4713999998,200.0,50300.0,200000.0,10985.780000000002,2763416.6099999994,10984000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001647352274974883,0.0012894059392857529,1740600.0,0.0001149029070435482,1.92,1.06
ABBV,0.1600000000000108,0.001709401709401825,93.5458,0.0056063599999999084,0.074875630214375544,-0.9899999999999949,-0.010448548812664854,-0.7299999999999898,-0.007725685257699119,-0.7299999999999898,-0.007725685257699119,1.0,0.010780508840017248,-4.5,-0.04579686545898636,35.160000000000004,0.6000000000000001,0,0,93.491399999999999,0.01032803999999987,0.10162696492565283,0.22999999999998977,0.0024604193410354062,93.637299999999982,0.018327710000000105,0.13537987295015499,0.20999999999999375,0.002243829468960292,105.56,9874.6946480000006,13427.0,1255309.0278,16573.0,1551850.9728999997,400.0,50000.0,40000.0,37418.32,4681864.9999999991,3739656.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00164192400019723,0.0016970016154953802,1596430.0,0.0002505590599024072,2.69,2.56
ACN,-0.009999999999990905,-6.909894969590178e-05,144.7286,0.0012420400000001013,0.035242587873198263,-0.25,-0.0017246136865342163,0.2600000000000193,0.0017999307718935226,-0.28999999999999204,-0.001999999999999945,1.0,0.0069584580057059356,-0.789999999999992,-0.005429553264604757,32.400000000000006,0.2884872228652836,0,0,144.6113,0.035523310000000613,0.18847628498036725,-0.020000000000010232,-0.00013822655332096367,144.79239999999999,0.0058782399999996572,0.076669681100156262,0.23999999999998067,0.00165814564045862,86.340000000000003,12495.867324000001,11330.0,1638446.0290000001,11810.0,1709998.2439999999,100.0,60000.0,20000.0,14472.860000000001,8687544.0,2892226.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0054730089505312,0.004046964284626176,659960.0,0.0001515243348081702,1.85,2.66
ATVI,-0.1600000000000037,-0.002546148949713617,62.766800000000011,0.0049577599999999751,0.070411362719379145,-1.3500000000000014,-0.021083866937373127,-0.8200000000000003,-0.012913385826771658,-0.9299999999999997,-0.014620342713409836,0.14000000000000057,0.002238567316917182,-4.350000000000001,-0.06489631508279876,27.560000000000002,0.7847380410022781,0,0,62.753599999999999,0.0050330400000000233,0.070943921515518316,-0.1700000000000017,-0.0027048528241845936,62.794600000000003,0.0064928399999999876,0.080578160812964622,-0.21000000000000085,-0.0033375715193897145,96.560000000000002,6060.762208000001,16364.0,1026899.9103999999,13215.0,829830.63900000008,300.0,40000.0,77300.0,18830.040000000005,2511784.0,4850853.2800000003,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0014446893154931558,0.0014176729315790756,756100.0,0.00039677291363576247,0.47,0.3
AYI,-0.010000000000019327,-6.091989034431512e-05,164.01629999999997,0.017639310000000109,0.13281306411644944,-0.17000000000001592,-0.0010346296634411534,2.519999999999982,0.015592129686919823,-0.5700000000000216,-0.003460627770020166,2.519999999999982,0.015592129686919823,-97.29000000000002,-0.37214550740159896,10.859999999999985,0.07085073068893519,0,0,163.56649999999999,0.054066749999999109,0.23252257954873781,0.01999999999998181,0.00012198097096841797,164.17690000000002,0.041047389999999372,0.20260155478179176,0.21999999999999886,0.0013383623311838354,47.020000000000003,7712.046425999999,12185.0,1993057.8025,6119.0,1004598.4511000001,71.0,20000.0,20000.0,11645.157299999999,3283538.0000000005,3271330.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007733412717862012,0.00643710136038869,42080.0,0.0016872623574144487,0.32,0.52
ADBE,-0.3199999999999932,-0.0017704011065006538,180.53510000000003,0.014526989999999858,0.12052796356032842,-0.8899999999999864,-0.004908449150672768,0.12999999999999545,0.0007210205213532747,-1.2699999999999818,-0.006989543203081904,0.7800000000000011,0.004341775674923469,-4.009999999999991,-0.021741487746692642,82.43,0.8411224489795919,0,0,180.44469999999998,0.01745290999999944,0.13210946218950192,-0.4199999999999875,-0.0023231373416670587,180.60070000000005,0.014854510000000244,0.12187907941890702,-0.3199999999999932,-0.0017691287041131866,90.120000000000005,16269.823212000003,14214.0,2564840.9657999999,10550.0,1905337.3850000005,300.0,30000.0,40000.0,54160.530000000006,5418021.0000000009,7217787.9999999991,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0029751254161280057,0.003731978358500997,492940.0,0.0006085933379315941,0.0,0.0
AAP,-0.28000000000000114,-0.0030020370966012773,93.127200000000016,0.031308160000000612,0.17694112015018051,-2.730000000000004,-0.028520685332219013,-1.0700000000000074,-0.011375717627046644,-2.450000000000003,-0.025670578373847473,0.35999999999999943,0.003886429882327534,-84.84000000000002,-0.47708485632345504,14.179999999999993,0.17992640527851786,0,0,93.072699999999983,0.03032571000000019,0.17414278624163618,-0.4399999999999977,-0.004718498659517402,93.16840000000002,0.031875439999999935,0.17853694295579259,-0.29999999999999716,-0.0032154340836012558,90.609999999999999,8438.2555920000013,10530.0,980055.53099999984,13659.0,1272587.1756000002,100.0,40000.0,30000.0,9312.7200000000012,3726736.0000000009,2792180.9999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003808107684425928,0.0053805135269946085,73860.0,0.0013539128080151638,0.29,0.24
AES,-0.040000000000000924,-0.003673094582185576,10.864199999999997,0.00013236000000000595,0.011504781614615983,0.009999999999999787,0.0009225092250922313,0.08000000000000007,0.007428040854224705,-0.040000000000000924,-0.003673094582185576,0.08000000000000007,0.007428040854224705,-1.620000000000001,-0.12991178829190064,0.8499999999999996,0.08499999999999996,0,0,10.862499999999995,0.00010675000000000236,0.010331989159886026,-0.040000000000000924,-0.003673094582185576,10.872899999999998,9.259000000001013e-05,0.0096223697704884599,-0.040000000000000924,-0.0036697247706422866,84.260000000000005,915.41749199999981,142926.0,1552533.6749999993,178825.0,1944346.3424999996,300.0,356900.0,570000.0,3259.2599999999989,3880538.0099999993,6191624.9999999972,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0012651921407333309,0.001587392793055863,660390.0,0.000454277018125653,4.44,0.48
AET,-0.6100000000000136,-0.0035510536733031413,171.43749999999991,0.047802750000000005,0.21863840010391589,-0.660000000000025,-0.0038410056451145024,0.21999999999999886,0.0012869260017548925,-0.9300000000000068,-0.005403834979663027,0.9499999999999886,0.0055810128069556375,-13.810000000000002,-0.07465671964536709,55.12999999999998,0.47509479489831075,0,0,171.26179999999997,0.05008676000000066,0.22380071492289891,-0.1699999999999875,-0.0009929906542055346,171.50940000000006,0.053517639999999721,0.2313387991669355,-0.7299999999999898,-0.004248137802607016,87.459999999999994,14993.923749999991,14426.0,2470622.7267999994,12789.0,2193433.7166000009,100.0,30000.0,40000.0,17143.749999999993,5145282.0000000019,6850471.9999999991,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0028870660694473743,0.0035924046067886016,326100.0,0.00030665440049064706,1.16,2.0
AMG,-0.12000000000000455,-0.0006492803809111814,184.80920000000003,0.0080533599999997093,0.089740514819114506,1.549999999999983,0.008463008463008369,3.780000000000001,0.020893212469599833,-0.3100000000000023,-0.0016755851035079308,5.799999999999983,0.032420346562325224,-13.700000000000017,-0.06905241935483879,45.17999999999998,0.32382454128440347,0,0,184.47100000000003,0.044821000000000125,0.21170970691019372,-0.18999999999999773,-0.001031487513572192,185.3010000000001,0.035417000000001211,0.18819404879007523,0.0,0.0,62.5,11550.575000000003,13500.0,2490358.5000000005,12886.0,2387788.6860000012,100.0,20000.0,20000.0,18480.920000000002,3706020.0000000019,3689420.0000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02125459949533079,0.014971888781623623,55580.0,0.0017992083483267362,0.44,0.8
AFL,0.020000000000010232,0.0002370229912302706,84.392999999999986,0.0005450000000000538,0.023345235059858655,0.13000000000000966,0.0015426604960247974,0.39000000000000057,0.004642304487561011,-0.1799999999999926,-0.002128162686214148,0.6800000000000068,0.00812231247013864,-1.2999999999999972,-0.015169194865810936,17.900000000000006,0.2691729323308272,0,0,84.371499999999983,0.00047275000000000837,0.021742814905159093,0.009999999999990905,0.00011852554225424801,84.462800000000001,0.0064861599999999856,0.080536699708890394,0.04000000000000625,0.0004739898092191759,66.319999999999993,5596.9437599999983,12188.0,1028319.8419999998,10225.0,863632.13,200.0,22000.0,30000.0,16878.599999999999,1858181.6000000001,2531144.9999999995,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0045672288930943385,0.003717236667243982,393150.0,0.0005087116876510238,2.04,1.72
A,0.12000000000000455,0.0017830609212482103,67.328600000000009,0.001712040000000093,0.041376805096576666,-0.03999999999999204,-0.00059294396679502,0.1599999999999966,0.0023788284269996517,-0.12999999999999545,-0.0019245003700961577,0.4899999999999949,0.007321081727177571,-1.25,-0.018202999854376,24.5,0.5708294501397949,0,0,67.288200000000003,0.0092367599999998162,0.096108064177777591,0.11999999999999034,0.0017833259028085945,67.363,0.0024350000000001497,0.049345719165902829,0.0799999999999983,0.0011876484560569818,80.810000000000002,5440.8241660000012,15279.0,1028096.4078,12619.0,850053.69700000004,200.0,30000.0,58400.0,13465.720000000001,2020890.0,3929630.8800000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005673150434314381,0.0044437772271402,321830.0,0.0006214461050865364,0.79,0.53
