Symbol,priceChange,priceChange%,priceAvg,variance,volatility,previousCloseChange,previousCloseChange%,openChange,openChange%,highChange,highChange%,lowChange,lowChange%,yearHighChange,yearHighChange%,yearLowChange,yearLowChange%,matchedYearHigh,matchedYearLow,bidAvg,bidVar,bidVolatility,bidChange,bidChange%,askAvg,askVar,askVolatility,askChange,askChange%,tradeSizeAvg,tradeSizeAvg$,bidSizeAvg,bidSizeAvg$,askSizeAvg,askSizeAvg$,maxTradeSize,maxAskSize,maxBidSize,maxTradeSize$,maxAskSize$,maxBidSize$,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Industrials,Information Technology,Materials,Real_Estate,Telecommunications_Services,Utilities,matchedDayHigh,matchedDayLow,sampleTo20DaysVolume,sampleToYearVolume,sharesOutstanding,maxTradeSizeToSharesOutstanding,dividendYieldAnnual,dividendRateAnnual
AMG,0.3499999999999943,0.0019192805439789114,182.74440000000001,0.038802639999998369,0.19698385720662079,-1.6500000000000057,-0.008949880668257786,0.4099999999999966,0.002249040043883689,-0.5,-0.002729108673107363,1.0100000000000193,0.005558613098514141,-15.689999999999998,-0.07908266129032257,43.56,0.3130434782608696,0,0,182.63890000000004,0.12851179000000257,0.35848541113970395,0.46999999999999886,0.0025754835881418095,183.33829999999998,0.018998110000000522,0.13783363159984041,-0.18999999999999773,-0.0010355352081970663,62.649999999999999,11448.936660000001,12208.0,2229655.6912000002,11795.0,2162475.2484999998,100.0,20000.0,20000.0,18274.440000000002,3666765.9999999995,3652778.0000000009,0,0,0,1,0,0,0,0,0,0,0,1,0,0.022424173007953154,0.014987070213168049,55580.0,0.0017992083483267362,0.43,0.8
AFL,0.03999999999999204,0.0004741021690173289,84.428700000000021,0.0012493099999998948,0.035345579638759568,0.9699999999999989,0.011625119846596343,1.1099999999999994,0.013325330132052815,-0.10000000000000853,-0.0011832919181163002,1.1099999999999994,0.013325330132052815,-1.2900000000000063,-0.01505250875145865,17.909999999999997,0.26932330827067663,0,0,84.375200000000007,0.011294959999999641,0.10627774931752949,0.01999999999999602,0.00023705108450866445,84.500100000000018,0.014032989999999832,0.11846092182656622,0.01999999999999602,0.00023699490460950373,80.439999999999998,6791.4446280000011,11003.0,928380.3256000001,12378.0,1045942.2378000002,300.0,30000.0,30000.0,25328.610000000008,2535003.0000000005,2531256.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.005604539928166575,0.004493691569859195,393150.0,0.0007630675314765357,2.05,1.72
A,-0.01999999999999602,-0.00029775197260675925,67.148999999999972,0.00019300000000000168,0.013892443989449865,0.3400000000000034,0.005089058524173079,0.7400000000000091,0.011142900165637843,-0.23999999999999488,-0.0035613592521144813,0.7700000000000102,0.011599879481771772,-1.519999999999996,-0.022134847822921157,24.230000000000004,0.5645386766076422,0,0,67.141799999999989,0.00020076000000000674,0.014168980203247047,-0.010000000000005116,-0.00014892032762479695,67.187999999999988,0.0044060000000000097,0.066377707101104438,-0.010000000000005116,-0.00014887598630348542,105.63,7092.9488699999965,18759.0,1259513.0261999997,13424.0,901931.71199999982,300.0,40500.0,60000.0,20144.699999999993,2721113.9999999995,4028507.9999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0.007614970702223863,0.005808218274195411,321830.0,0.0009321691576298046,0.78,0.53
APD,0.10999999999998522,0.0006762988011065799,162.7576,0.010042239999999676,0.10021097744259197,2.4599999999999795,0.015346225826575043,0.7599999999999909,0.004691358024691302,-0.7300000000000182,-0.004465104899382336,1.2199999999999989,0.007552309025628321,-0.8000000000000114,-0.0048911714355588855,29.129999999999995,0.21798997231160666,0,0,162.58399999999997,0.074552000000001853,0.27304212129267136,0.5700000000000216,0.0035141800246610458,162.80030000000002,0.014978909999999686,0.12238835728940758,0.25,0.0015367592820260633,78.280000000000001,12740.664928,11415.0,1855896.3599999996,10690.0,1740335.2070000002,200.0,30000.0,20000.0,32551.52,4884009.0000000009,3251679.9999999995,0,0,0,0,0,0,0,1,0,0,0,0,0,0.008357613617315678,0.0058937350830829925,217960.0,0.0009175995595522114,2.37,3.8
AKAM,0.10999999999999943,0.0020560747663551297,53.572299999999984,0.0028757099999999758,0.053625646849245333,-0.6499999999999986,-0.011979358643567981,-0.5,-0.009240436148586214,-0.5,-0.009240436148586214,0.14000000000000057,0.0026182906302599693,-18.03,-0.2516750418760469,8.96,0.20067189249720047,0,0,53.560399999999987,0.0041558399999999393,0.064465804889103334,0.17999999999999972,0.0033688938798427798,53.580600000000011,0.0030636400000000909,0.055350158084689252,0.10999999999999943,0.0020556905251354783,119.93000000000001,6424.9259389999988,15993.0,856591.47719999985,22015.0,1179576.9090000002,1186.0,150000.0,45800.0,63536.747799999983,8037090.0000000019,2453066.3199999994,0,0,0,0,0,0,1,0,0,0,0,0,0,0.005054956263859192,0.0055207824568655785,169150.0,0.0070115282293822054,0.0,0.0
ALK,0.05000000000000426,0.0008119519324456685,61.645400000000009,0.0048648399999999632,0.069748404999684141,-0.7899999999999991,-0.012656199935917961,-0.5599999999999952,-0.00900466312912036,-0.7399999999999949,-0.011864678531345117,0.240000000000002,0.003909431503502232,-39.800000000000004,-0.39238883959380855,0.2700000000000031,0.004400260756193011,0,0,61.634400000000007,0.0056546399999999964,0.075197340378500066,0.00999999999999801,0.00016231131309849068,61.657500000000006,0.0054767500000000024,0.074005067394064317,0.0,0.0,92.409999999999997,5696.6514140000008,12545.0,773203.54800000007,13631.0,840453.38250000007,200.0,40000.0,40000.0,12329.080000000002,2466300.0000000005,2465376.0000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0039856119451908275,0.006356773117336498,123040.0,0.001625487646293888,1.92,1.2
ALB,0.710000000000008,0.004970596471576645,143.29839999999999,0.07640543999999902,0.27641533966116827,2.930000000000007,0.020836296401649884,4.010000000000019,0.02873727963308026,-0.14999999999997726,-0.001043841336116752,4.010000000000019,0.02873727963308026,-1.4399999999999977,-0.009931719428926117,67.23000000000002,0.8808962264150947,0,0,143.14930000000001,0.1422005099999997,0.37709482892238089,0.7599999999999909,0.005325485249807238,143.3921,0.055926590000000213,0.2364880335238978,0.799999999999983,0.005600672080649558,80.599999999999994,11549.851039999998,10060.0,1440081.9580000001,9561.0,1370971.8681000001,200.0,40000.0,30000.0,28659.679999999997,5735684.0,4294479.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006093135772603568,0.0068777610242573345,110500.0,0.0018099547511312218,0.91,1.28
ALXN,0.10999999999999943,0.0009671179883945792,113.8351,0.0019749900000000133,0.044440859577645583,-1.3200000000000074,-0.011461318051575995,-0.6500000000000057,-0.005676855895196556,-1.3900000000000006,-0.012061784102742109,0.6299999999999955,0.0055643879173290535,-35.49000000000001,-0.23764564081960632,17.669999999999987,0.1837180286961945,0,0,113.69169999999998,0.027340109999999154,0.16534845024976544,0.09999999999999432,0.0008795074758134944,113.93810000000003,0.02032139000000039,0.14255311290883968,0.030000000000001137,0.0002635740643120817,90.959999999999994,10354.440696,12115.0,1377374.9454999997,10717.0,1221074.6177000003,200.0,50000.0,30000.0,22767.02,5696905.0000000019,3410750.9999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0036000650671390764,0.0039785918864019285,223410.0,0.0008952150754218701,0.0,0.0
ALLE,0.23000000000000398,0.0027452852709477678,83.938699999999983,0.013969309999999709,0.11819183558943362,0.8800000000000097,0.010585829423794175,1.5500000000000114,0.018796992481203145,-0.269999999999996,-0.0032036070242049837,1.5500000000000114,0.018796992481203145,-5.799999999999997,-0.06458078165015028,20.300000000000004,0.3186312980693769,0,0,83.842799999999983,0.025432160000000002,0.15947463748195198,0.5900000000000034,0.007073492387003997,83.986000000000004,0.018465999999999996,0.13588966112254455,0.25,0.002984005729291,58.189999999999998,4884.3929529999987,10205.0,855615.77399999986,11098.0,932076.62800000003,200.0,20000.0,20100.0,16787.739999999998,1679720.0,1685240.2799999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0.006424765433679948,0.008392296221087033,95040.0,0.0021043771043771043,0.78,0.64
AGN,0.18999999999999773,0.0010947222862410563,173.78479999999999,0.01824095999999957,0.13505909817557488,1.539999999999992,0.008942570117879287,1.9799999999999898,0.011527041974733596,-1.0,-0.005722460658082976,4.099999999999994,0.024167403477748272,-83.05000000000001,-0.3234034267912773,4.139999999999986,0.024408938152231507,0,0,173.65280000000007,0.039686159999999505,0.1992138549398598,0.4299999999999784,0.002481246393537094,173.84710000000004,0.020316590000000034,0.142536276084371,0.28000000000000114,0.0016133679055027434,95.590000000000003,16612.089032,11229.0,1949947.2912000008,12561.0,2183693.4231000007,500.0,50000.0,100000.0,86892.399999999994,8692355.0000000019,17365280.000000007,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001763549015556277,0.003280772558614765,332580.0,0.001503397678753984,1.62,2.8
ADS,0.18999999999999773,0.000849997763163771,223.65140000000008,0.014996040000000179,0.12245831943971867,-1.7299999999999898,-0.0076735418052782875,0.8400000000000034,0.003768844221105543,-1.1299999999999955,-0.005025572603958174,1.4199999999999875,0.006387764282501068,-42.53,-0.15973708920187793,17.310000000000002,0.08386221597790806,0,0,223.4659,0.098834190000000127,0.31437905464582105,0.11000000000001364,0.0004920819540127657,223.99540000000002,0.076486840000000889,0.27656254265536556,-0.6400000000000148,-0.002852049910873506,71.0,15879.249400000006,12194.0,2724943.1846000003,14619.0,3274588.7526000002,100.0,30000.0,70000.0,22365.140000000007,6719862.0000000009,15642613.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.014046472060380046,0.01185231679406516,55250.0,0.0018099547511312218,0.91,2.08
LNT,-0.030000000000001137,-0.000680889695869295,44.073499999999989,0.004348750000000047,0.065945052884959054,0.3500000000000014,0.008012820512820545,0.25,0.005710370031978072,-0.18999999999999773,-0.004296698326549021,0.3100000000000023,0.007090576395242504,-0.35999999999999943,-0.008109934669970701,9.149999999999999,0.2623279816513761,0,0,44.068699999999993,0.0043293099999999734,0.065797492353432241,-0.01999999999999602,-0.0004540295119181844,44.079599999999999,0.0044578400000000306,0.06676705774556814,-0.020000000000003126,-0.00045392646391291704,108.98,4803.1300299999994,32075.0,1413503.5524999998,28624.0,1261734.4704,200.0,60000.0,70000.0,8814.6999999999971,2644776.0,3084808.9999999995,0,0,0,0,0,0,0,0,0,0,1,0,0,0.008778692057047805,0.009020029796391327,231200.0,0.0008650519031141869,2.86,1.26
