Symbol,priceChange,priceChange%,priceAvg,variance,volatility,previousCloseChange,previousCloseChange%,openChange,openChange%,highChange,highChange%,lowChange,lowChange%,yearHighChange,yearHighChange%,yearLowChange,yearLowChange%,matchedYearHigh,matchedYearLow,bidAvg,bidVar,bidVolatility,bidChange,bidChange%,askAvg,askVar,askVolatility,askChange,askChange%,tradeSizeAvg,tradeSizeAvg$,bidSizeAvg,bidSizeAvg$,askSizeAvg,askSizeAvg$,maxTradeSize,maxAskSize,maxBidSize,maxTradeSize$,maxAskSize$,maxBidSize$,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Industrials,Information Technology,Materials,Real_Estate,Telecommunications_Services,Utilities,matchedDayHigh,matchedDayLow,sampleTo20DaysVolume,sampleToYearVolume,sharesOutstanding,maxTradeSizeToSharesOutstanding,dividendYieldAnnual,dividendRateAnnual
MMM,-0.17000000000001592,-0.0007411605702577317,229.26349999999994,0.0070387500000000189,0.083897258596452473,0.9799999999999898,0.0042941021821049415,1.1899999999999977,0.0052190693390640665,-0.75,-0.0032615786040443577,2.3899999999999864,0.010537454256866922,-9.700000000000017,-0.04060276266220183,58.47999999999999,0.34254920337394557,0,0,229.22319999999999,0.0069257600000000741,0.083221151157623824,-0.15000000000000568,-0.0006541077969649646,229.30379999999997,0.0073855600000002457,0.085939280890639555,-0.1599999999999966,-0.0006975020707092576,68.540000000000006,15713.720289999997,11626.0,2664948.9232000001,10916.0,2503080.2807999998,100.0,30000.0,50000.0,22926.349999999995,6879113.9999999991,11461160.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.003301692514830881,0.0037335709803374703,595610.0,0.00016789509914205605,2.07,4.7
ABT,0.030000000000001137,0.0005462490895848714,54.942000000000007,0.0011600000000000074,0.034058772731852913,-0.3499999999999943,-0.0063291139240505305,-0.10999999999999943,-0.0019978205593897463,-0.22999999999999687,-0.0041681768756795376,0.17999999999999972,0.0032864706956362917,-1.7399999999999949,-0.030693243958369993,17.57,0.4700374531835206,0,0,54.937300000000015,0.0011797099999999864,0.034346906702059594,0.030000000000001137,0.0005462490895848714,54.950700000000005,0.0011565100000000092,0.034007499172976678,0.030000000000001137,0.0005461496450027514,104.23,5726.6046600000009,38508.0,2115525.5484000007,24808.0,1363216.9656000002,200.0,80000.0,160000.0,10988.400000000001,4396056.0,8789968.0000000019,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0019214698958962616,0.0015631188532709347,1740600.0,0.0001149029070435482,1.93,1.06
ABBV,0.18999999999999773,0.0020223523150611784,94.139799999999994,0.024307959999999778,0.15591010230257621,-0.980000000000004,-0.01030277544154756,-0.6799999999999926,-0.007171482809533776,-0.6799999999999926,-0.007171482809533776,0.8900000000000006,0.009544235924932983,-4.1200000000000045,-0.04192957459800534,35.54,0.6064846416382252,0,0,94.104500000000002,0.025972749999999545,0.16116063415114606,0.25,0.002662690382362339,94.169300000000007,0.030432510000000034,0.17444916164888852,0.21999999999999886,0.0023416711016498015,94.260000000000005,8873.6175480000002,12163.0,1144593.0334999999,14350.0,1351329.4550000001,200.0,100000.0,80000.0,18827.959999999999,9416930.0,7528360.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0013972737005102584,0.0015135936802245116,1596430.0,0.0001252795299512036,2.68,2.56
ACN,-0.12999999999999545,-0.0008940852819807114,145.30720000000002,0.0043401600000000963,0.065879890710292599,1.3500000000000227,0.009380211228460415,1.7800000000000011,0.01240504564778034,-0.1699999999999875,-0.001168866886688583,2.4099999999999966,0.01686966260674784,-0.22999999999998977,-0.0015807560137456342,32.96000000000001,0.2934734217790046,0,0,145.26830000000001,0.0050861099999999415,0.071316968527833133,0.07999999999998408,0.0005510400881663045,145.33600000000001,0.011138000000000297,0.10553672346629062,-0.21000000000000796,-0.0014433981716957037,81.25,11806.210000000003,11804.0,1714747.0132000002,14235.0,2068857.9600000002,200.0,40000.0,30000.0,29061.440000000006,5813440.0000000009,4358049.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.005127260175166139,0.00380279033543653,659960.0,0.0003030486696163404,1.85,2.66
ATVI,-0.4099999999999966,-0.006371406371406319,64.069500000000005,0.018192750000000042,0.13488050266810264,0.3200000000000003,0.005029864822382903,0.759999999999998,0.01202912314023422,-0.45000000000000284,-0.006988662835844119,1.0999999999999943,0.01750477402928062,-3.0900000000000034,-0.046098761748470884,28.82,0.820615034168565,0,0,64.057599999999994,0.017682240000000127,0.13297458403770296,-0.4200000000000017,-0.006527820951196793,64.081200000000024,0.017670560000000085,0.13293065861568612,-0.4099999999999966,-0.006371406371406319,88.310000000000002,5657.9775450000006,20873.0,1337074.2847999998,17502.0,1121549.1624000005,100.0,60000.0,91800.0,6406.9500000000007,3844872.0000000014,5880487.6799999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0013151500791606866,0.0012935259545960819,756100.0,0.00013225763787858748,0.48,0.3
AYI,0.03999999999999204,0.0002433978337592311,164.32649999999998,0.0078707499999998674,0.088717247477589536,0.8499999999999943,0.005197823029413529,1.2699999999999818,0.00778615658144799,-0.9099999999999966,-0.005505475225361466,2.1999999999999886,0.013565174497471874,-97.05000000000001,-0.3712274796312589,11.099999999999994,0.07241649269311061,0,0,164.11510000000001,0.064434989999998166,0.25384048140514975,0.11000000000001364,0.000669833150651648,164.53479999999999,0.043770960000001233,0.20921510461723655,-0.28000000000000114,-0.001699029126213599,71.0,11667.181499999999,6529.0,1071507.4879000001,10266.0,1689114.2567999999,100.0,20000.0,20000.0,16432.649999999998,3290696.0,3282302.0000000005,0,0,0,0,0,1,0,0,0,0,0,0,0,0.011481149085146466,0.009697479611390577,42080.0,0.002376425855513308,0.32,0.52
ADBE,-0.2599999999999909,-0.0014326647564469413,181.29140000000004,0.0090060399999998784,0.094900158060984702,-0.6299999999999955,-0.0034643937310970332,-0.3300000000000125,-0.0018176810795924676,-0.5999999999999943,-0.0032999670003299657,0.8100000000000023,0.004489773294163307,-3.219999999999999,-0.01745825200607243,83.22,0.8491836734693877,0,0,181.23859999999996,0.0077140400000001354,0.087829607764125503,-0.28000000000000114,-0.001543209876543216,181.35149999999999,0.012278749999999559,0.11080952125155834,-0.2699999999999818,-0.0014872755315631916,71.450000000000003,12953.270530000003,11372.0,2061045.3591999996,10585.0,1919605.6274999999,200.0,30000.0,30000.0,36258.280000000006,5440545.0,5437157.9999999991,0,0,0,0,0,0,1,0,0,0,0,0,0,0.002242748577055285,0.0029518401800601854,492940.0,0.0004057288919543961,0.0,0.0
AAP,0.09000000000000341,0.0009223201475712586,97.508700000000033,0.11781330999999953,0.34323943538002671,15.39,0.18704423918327662,7.670000000000002,0.08522222222222224,-5.090000000000003,-0.04953289217594398,7.670000000000002,0.08522222222222224,-80.16000000000001,-0.45076758702131253,18.86,0.23930973226747873,0,0,97.4251,0.11553498999999963,0.33990438361397995,0.10999999999999943,0.0011282051282051225,97.596400000000017,0.12751304000000016,0.35708968061258806,0.060000000000002274,0.0006145022531749515,94.349999999999994,9199.945845000002,10123.0,986234.28729999997,11927.0,1164032.2628000001,200.0,40000.0,30000.0,19501.740000000005,3903856.0000000005,2922753.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.004176547325571049,0.005649382609601615,73860.0,0.0027078256160303275,0.3,0.24
AES,-0.0600000000000005,-0.005474452554744571,10.911500000000006,0.00039875000000000202,0.01996872554771591,0.08000000000000007,0.0073937153419593405,0.08000000000000007,0.0073937153419593405,-0.0600000000000005,-0.005474452554744571,0.16000000000000014,0.014897579143389213,-1.5700000000000003,-0.12590216519647154,0.9000000000000004,0.09000000000000004,0,0,10.910800000000005,0.00041536000000000144,0.020380382724571232,-0.0600000000000005,-0.005474452554744571,10.920800000000003,0.00041536000000000161,0.020380382724571235,-0.0600000000000005,-0.005469462169553373,94.879999999999995,1035.2831200000005,184258.0,2010402.1864000009,278256.0,3038778.1248000008,200.0,620900.0,360000.0,2182.3000000000011,6780724.7200000025,3927888.0000000019,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0014527092460932028,0.0017881050308169197,660390.0,0.000302851345417102,4.69,0.48
AET,0.6299999999999955,0.0036801215024241806,171.73259999999993,0.11899724000000032,0.34495976576986531,-1.200000000000017,-0.006935614379840579,-0.37000000000000455,-0.002148789128288545,-0.6899999999999977,-0.003999768129383791,0.9499999999999886,0.005559782290630237,-13.159999999999997,-0.07114282625148663,55.77999999999999,0.48069631161668375,0,0,171.64359999999999,0.1472530399999992,0.38373563816773548,0.8700000000000045,0.005089802843269201,171.82630000000006,0.12142331000000145,0.34845847672283919,0.7700000000000102,0.004498451831512591,83.079999999999998,14267.544407999994,12617.0,2165627.3012000001,10900.0,1872906.6700000006,100.0,30000.0,30000.0,17173.259999999995,5154789.0000000019,5149308.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002686156497391602,0.00340698316725589,326100.0,0.00030665440049064706,1.14,2.0
