Symbol,priceChange,priceChange%,priceAvg,variance,volatility,previousCloseChange,previousCloseChange%,openChange,openChange%,highChange,highChange%,lowChange,lowChange%,yearHighChange,yearHighChange%,yearLowChange,yearLowChange%,matchedYearHigh,matchedYearLow,bidAvg,bidVar,bidVolatility,bidChange,bidChange%,askAvg,askVar,askVolatility,askChange,askChange%,tradeSizeAvg,tradeSizeAvg$,bidSizeAvg,bidSizeAvg$,askSizeAvg,askSizeAvg$,maxTradeSize,maxAskSize,maxBidSize,maxTradeSize$,maxAskSize$,maxBidSize$,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Industrials,Information Technology,Materials,Real_Estate,Telecommunications_Services,Utilities,matchedDayHigh,matchedDayLow,sampleTo20DaysVolume,sampleToYearVolume,sharesOutstanding,maxTradeSizeToSharesOutstanding,dividendYieldAnnual,dividendRateAnnual
MMM,-0.5100000000000193,-0.002433786685755282,209.33880000000005,0.068990560000002199,0.26266054138374534,-0.5100000000000193,-0.002433786685755282,-0.11000000000001364,-0.000525938321778693,-0.6200000000000045,-0.0029571687494038186,0.3100000000000023,0.0014851722320701494,-5.610000000000014,-0.02613556953179601,45.19,0.27580103753433016,0,0,169.47380000000001,6737.1716495600003,82.080275642568353,209.04,0,169.60270000000003,6747.423431709999,82.142701633863979,209.13,0,48.799999999999997,10215.733440000002,6866.0,1163607.1108000001,8567.0,1452986.3309000002,102.0,30000.0,30000.0,21352.557600000004,5088081.0000000009,5084214.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.002856134514571261,0.0026838417875266253,596770.0,0.0001709201199792215,2.23,4.7
ABT,-0.20000000000000284,-0.0037285607755406943,53.515199999999993,0.0082029600000000542,0.090570193772565449,-0.20000000000000284,-0.0037285607755406943,-0.20000000000000284,-0.0037285607755406943,-0.28999999999999915,-0.0053973571561511105,0.07000000000000028,0.0013115982761851281,-1.3599999999999994,-0.024817518248175175,16.059999999999995,0.4296415195291598,0,0,43.315099999999994,440.10026499000008,20.978566800189189,53.44,0,43.330799999999989,440.42075335999999,20.986203881598026,53.45,0,81.079999999999998,4339.0124159999996,17487.0,757451.15369999991,17525.0,759372.26999999979,300.0,70000.0,100000.0,16054.559999999998,3033155.9999999991,4331509.9999999991,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0013841794502957002,0.001183599526443406,1737440.0,0.00017266783313380605,2.01,1.06
ABBV,-0.18999999999999773,-0.0021357913669064494,88.734200000000001,0.055760359999999218,0.23613631656312253,-0.18999999999999773,-0.0021357913669064494,0.03999999999999204,0.0004508058153949289,-0.3400000000000034,-0.0038155089215576635,0.9399999999999977,0.010702493453261958,-2.180000000000007,-0.02396921385376588,33.709999999999994,0.6122411914275334,0,0,71.771699999999996,1208.3585561099999,34.761452157670284,88.71,0,71.871800000000007,1211.7091167600001,34.809612418985651,88.78,0,76.219999999999999,6763.3207240000002,9343.0,670562.99309999996,11153.0,801586.18540000007,200.0,59600.0,20000.0,17746.84,4283559.2800000003,1435434.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0008187901929087741,0.0012233988594879382,1594090.0,0.00012546343054658143,2.96,2.56
ACN,0.05000000000001137,0.00036678403755876886,136.49630000000002,0.1463353100000013,0.38253798504201031,0.05000000000001137,0.00036678403755876886,-1.1299999999999955,-0.008218181818181786,-1.1500000000000057,-0.008362420011634711,0.4399999999999977,0.0032369602001029773,-2.329999999999984,-0.016798846431146246,24.060000000000002,0.214228474757368,0,0,110.51259999999998,2864.9518452400002,53.525244933956166,136.33,0,110.64870000000001,2872.0117593099999,53.591153741172619,136.37,0,68.420000000000002,9339.0768460000018,12760.0,1410140.7759999996,13844.0,1531820.6028,200.0,60000.0,130000.0,27299.260000000002,6638922.0,14366637.999999996,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0028674598211965714,0.0031221052535512694,617990.0,0.000323629832197932,1.75,2.42
ATVI,0.3999999999999986,0.0062952470884482,63.841799999999992,0.032542760000000032,0.18039611969219302,0.3999999999999986,0.0062952470884482,0.4199999999999946,0.00661209068010067,-0.21999999999999886,-0.0034289276807979874,0.4899999999999949,0.00772261623325445,-2.6400000000000006,-0.03965154701111446,28.82,0.820615034168565,0,0,51.747399999999999,628.13670724000008,25.062655630239988,63.94,0,51.792800000000007,629.23806215999991,25.084618038949685,63.95,0,83.469999999999999,5328.8750459999992,12767.0,660659.05579999997,19241.0,996545.26480000012,400.0,366500.0,90000.0,25536.719999999998,18982061.200000003,4657266.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0013888149400348743,0.0012076981897548938,754920.0,0.0005298574683410163,0.48,0.3
AYI,2.9399999999999977,0.017486468803901728,170.2919,2.0304693899999986,1.4249453989539385,2.9399999999999977,0.017486468803901728,1.4899999999999807,0.00878641349215698,-0.710000000000008,-0.004133193619746233,1.4899999999999807,0.00878641349215698,-96.00999999999999,-0.359480305526434,17.789999999999992,0.1160621085594989,0,0,138.09840000000003,4474.0869574400012,66.888616052658776,170.6,0,138.75660000000002,4516.6559644399995,67.206070889764121,171.28,0,33.07,5631.5531330000003,9800.0,1353364.3200000003,8798.0,1220780.5668000001,100.0,20000.0,20000.0,17029.189999999999,2775132.0000000005,2761968.0000000005,0,0,0,0,0,1,0,0,0,0,0,1,1,0.006121013567290429,0.004519883661174104,42090.0,0.0023758612497030173,0.31,0.52
ADBE,1.0699999999999932,0.007287339099638991,147.39150000000001,0.1329127499999975,0.3645720093479442,1.0699999999999932,0.007287339099638991,1.0900000000000034,0.0074245623595123175,-0.15000000000000568,-0.0010131712259372216,1.0900000000000034,0.0074245623595123175,-9.98999999999998,-0.06327189815694459,49.900000000000006,0.5091836734693879,0,0,119.42349999999996,3345.4762987500003,57.840092485662574,147.88,0,119.59869999999995,3355.2683993100009,57.924678672479494,147.97,0,59.890000000000001,8827.2769349999999,9168.0,1094874.6479999996,8847.0,1058089.6988999995,200.0,60000.0,40000.0,29478.300000000003,7175921.9999999972,4776939.9999999981,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0022516535874755575,0.002584183365263467,493410.0,0.00040534241300338463,0.0,0.0
AAP,-0.5999999999999943,-0.006030150753768787,99.171000000000021,0.088381000000000043,0.29728942127159524,-0.5999999999999943,-0.006030150753768787,-1.0899999999999892,-0.010901090109010794,-1.0899999999999892,-0.010901090109010794,0.21000000000000796,0.0021278751646570874,-78.93,-0.44385086880728786,16.690000000000012,0.20301666463933843,0,0,80.113600000000005,1505.5653450400005,38.801615237512991,98.79,0,80.34129999999999,1514.1500053100003,38.912080454660867,99.09,0,68.079999999999998,6751.5616800000016,9248.0,740890.57280000008,9002.0,723232.3825999999,100.0,30000.0,30000.0,9917.1000000000022,2410238.9999999995,2403408.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0039177547720301775,0.004293556134084075,73860.0,0.0013539128080151638,0.25,0.24
AES,-0.02999999999999936,-0.0027075812274367653,11.063899999999999,0.00026379000000000105,0.016241613220367029,-0.02999999999999936,-0.0027075812274367653,-0.02999999999999936,-0.0027075812274367653,-0.03999999999999915,-0.003606853020739328,0.02000000000000135,0.0018132366273799956,-1.959999999999999,-0.15065334358186003,0.45000000000000107,0.04245283018867935,0,0,8.9563999999999986,18.816553039999995,4.3378050947454971,11.05,0,8.9652999999999974,18.854008910000005,4.3421203242194943,11.06,0,68.609999999999999,759.09417899999994,61644.0,552108.32159999991,67973.0,609398.33689999988,500.0,230000.0,360600.0,5531.9499999999989,2062018.9999999993,3229677.8399999994,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0017231004456302915,0.0012950358093162168,660260.0,0.0007572774361615122,4.28,0.48
AET,0.2699999999999818,0.0017164653528288735,157.53449999999998,0.04767474999999935,0.21834548312250324,0.2699999999999818,0.0017164653528288735,0.1699999999999875,0.0010800508259211402,-0.6700000000000159,-0.0042340748230536894,0.5099999999999909,0.0032471666878899205,-6.950000000000017,-0.042244104060296724,52.97999999999999,0.5065493833062433,0,0,127.53550000000001,3815.3773747499999,61.768741081148804,157.53,0,127.83269999999999,3833.1925017100002,61.912781408284353,157.65,0,76.540000000000006,12057.690629999999,9439.0,1203807.5845000001,9863.0,1260813.9201,200.0,60000.0,30000.0,31506.899999999994,7669961.9999999991,3826065.0000000005,0,0,0,0,1,0,0,0,0,0,0,1,1,0.004176055607994195,0.0031680516027344416,331700.0,0.0006029544769369913,1.32,2.0
