Symbol,priceChange,priceChange%,priceAvg,variance,volatility,previousCloseChange,previousCloseChange%,openChange,openChange%,highChange,highChange%,lowChange,lowChange%,yearHighChange,yearHighChange%,yearLowChange,yearLowChange%,matchedYearHigh,matchedYearLow,bidAvg,bidVar,bidVolatility,bidChange,bidChange%,askAvg,askVar,askVolatility,askChange,askChange%,tradeSizeAvg,tradeSizeAvg$,bidSizeAvg,bidSizeAvg$,askSizeAvg,askSizeAvg$,maxTradeSize,maxAskSize,maxBidSize,maxTradeSize$,maxAskSize$,maxBidSize$,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_Care,Industrials,Information Technology,Materials,Real_Estate,Telecommunications_Services,Utilities,matchedDayHigh,matchedDayLow,sampleTo20DaysVolume,sampleToYearVolume,sharesOutstanding,maxTradeSizeToSharesOutstanding,dividendYieldAnnual,dividendRateAnnual
MMM,0.11000000000001364,0.00048456015153523475,227.09489999999994,0.0087349900000002825,0.093461168406992867,-2.210000000000008,-0.009636767976278758,-0.9799999999999898,-0.004296361245067908,-0.9799999999999898,-0.004296361245067908,0.9399999999999977,0.004155981961269775,-11.780000000000001,-0.04930933444956049,56.400000000000006,0.33036551077788195,0,0,227.06900000000002,0.0072669999999994085,0.085246700815922533,0.09999999999999432,0.0004405480417639293,227.14260000000004,0.0067452400000001791,0.082129410079460452,0.030000000000001137,0.00013210621339557505,68.799999999999997,15624.129119999996,10710.0,2431908.9900000002,11360.0,2580339.9360000007,160.0,50000.0,25000.0,36335.183999999994,11357130.000000002,5676725.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0032919904627973975,0.003749042985938364,595610.0,0.0002686321586272897,2.06,4.7
ABT,-0.09000000000000341,-0.0016357688113413924,54.974100000000007,0.0015241900000000483,0.039040876014762374,-0.0799999999999983,-0.0014542810398109126,0.14999999999999858,0.0027382256297918688,-0.14000000000000057,-0.002542218994007637,0.38000000000000256,0.006966086159486757,-1.759999999999998,-0.03104603986593752,17.549999999999997,0.4695024077046548,0,0,54.9664,0.0015510400000000085,0.039383245168472449,-0.0799999999999983,-0.0014545454545454234,54.983300000000007,0.001476110000000002,0.038420176990742794,-0.09000000000000341,-0.0016357688113413924,100.7,5535.8918700000013,20865.0,1146873.936,21727.0,1194622.1591,700.0,61900.0,60000.0,38481.870000000003,3403466.2700000005,3297984.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001903673011361166,0.001510506042024168,1740600.0,0.0004021601746524187,1.92,1.06
ABBV,0.2400000000000091,0.0025624599615631976,93.81880000000001,0.02635055999999979,0.16232855571340427,-0.8499999999999943,-0.008970976253298093,-0.5899999999999892,-0.006244046989099261,-0.5899999999999892,-0.006244046989099261,1.1400000000000006,0.01228978007761967,-4.359999999999999,-0.044372074089151226,35.300000000000004,0.6023890784982936,0,0,93.801400000000001,0.028496039999999719,0.16880770124612124,0.25,0.0026697992310978215,93.859599999999986,0.027973840000000041,0.16725381908943079,0.25,0.00266922912662823,82.799999999999997,7768.196640000001,15242.0,1429720.9388000001,15918.0,1494057.1127999998,200.0,50000.0,40000.0,18763.760000000002,4692979.9999999991,3752056.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001280708188319168,0.0013304085768291673,1596430.0,0.0001252795299512036,2.69,2.56
ACN,-0.060000000000002274,-0.00041479433114415676,144.60550000000001,0.0020827499999999653,0.045637155914889843,-0.37000000000000455,-0.0025524282560706714,0.14000000000001478,0.0009691934925580809,-0.4099999999999966,-0.002827586206896528,0.8799999999999955,0.006123443045021191,-0.9099999999999966,-0.0062542955326460245,32.28,0.28741875166948627,0,0,144.53479999999999,0.020556960000001047,0.14337698560090126,-0.030000000000001137,-0.0002074545328815513,144.62380000000002,0.003541559999999837,0.059511007385187463,-0.03999999999999204,-0.0002765486725663167,66.840000000000003,9665.4316200000012,10443.0,1509376.9164,9916.0,1434089.6008000001,115.0,26600.0,21700.0,16629.6325,3846993.0800000005,3136405.1599999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00416014957617387,0.0031290874992860773,659960.0,0.0001742529850293957,1.85,2.66
ATVI,0.03999999999999915,0.00063593004769474,62.947299999999998,0.0013757099999999979,0.037090564837974599,-1.0900000000000034,-0.017023270342027226,-0.5600000000000023,-0.008818897637795312,-0.6700000000000017,-0.01053293507310174,0.3999999999999986,0.006395906619763329,-4.090000000000003,-0.06101745487095336,27.82,0.7921412300683371,0,0,62.937799999999989,0.001589159999999989,0.039864269716125354,0.030000000000001137,0.0004770233741453512,62.963400000000007,0.0015224399999999923,0.03901845717093376,0.060000000000002274,0.0009537434430138655,91.549999999999997,5762.825315,17689.0,1113306.7441999998,14609.0,919832.31060000008,300.0,40000.0,50400.0,18884.189999999999,2518536.0000000005,3172065.1199999996,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0013632218672997695,0.0013435475231323515,756100.0,0.00039677291363576247,0.47,0.3
AYI,-0.22999999999998977,-0.0014003044140029819,164.1096,0.017495839999999444,0.13227184129662459,-0.28999999999999204,-0.0017649564846935186,2.4000000000000057,0.014849647320876165,-0.6899999999999977,-0.0041891809847610815,2.4000000000000057,0.014849647320876165,-97.41,-0.3726045212867689,10.740000000000009,0.07006784968684766,0,0,163.90569999999997,0.024452510000000208,0.15637298360010979,-0.5,-0.0030484087306426044,164.18329999999997,0.055456110000000135,0.23549121002704143,-0.8799999999999955,-0.005346294046172512,47.079999999999998,7726.2799679999998,8507.0,1394345.7898999997,8823.0,1448589.2558999998,100.0,30000.0,20000.0,16410.959999999999,4925498.9999999991,3278113.9999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007704770477047705,0.006442889830415695,42080.0,0.002376425855513308,0.32,0.52
ADBE,0.0700000000000216,0.0003885866548241457,180.31609999999998,0.0071177899999998462,0.084366995916648868,-1.1099999999999852,-0.006121773659827847,-0.09000000000000341,-0.0004991680532446112,-1.4899999999999807,-0.00820033021463941,0.5600000000000023,0.0031171722794322418,-4.22999999999999,-0.02293428757319448,82.21000000000001,0.8388775510204083,0,0,180.25989999999999,0.0077749900000002748,0.088175903737927608,0.03999999999999204,0.00022207417277366224,180.37079999999997,0.0091793600000002699,0.095808976614930347,0.09000000000000341,0.000499528223344638,63.630000000000003,11473.513443,11608.0,2092456.9191999999,11424.0,2060556.0191999997,200.0,20000.0,40000.0,36063.219999999994,3607415.9999999995,7210395.9999999991,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0020772062604117393,0.002631627924289516,492940.0,0.0004057288919543961,0.0,0.0
AAP,-0.35999999999999943,-0.003902439024390238,92.124099999999999,0.029350189999999835,0.17131897151220538,-3.8299999999999983,-0.04001253656498118,-2.1700000000000017,-0.02307038060812249,-3.549999999999997,-0.03719614417435035,0.1599999999999966,0.0017442494276681193,-85.94000000000001,-0.4832705392790868,13.079999999999998,0.16596878568709553,0,0,92.033500000000004,0.039072749999999733,0.19766828273650716,-0.3499999999999943,-0.0037952721752330765,92.164299999999983,0.030784510000000247,0.17545515096457057,-0.21000000000000796,-0.0022749431264219256,92.420000000000002,8514.1093220000002,14881.0,1369550.5135000001,14051.0,1295000.5792999999,200.0,40000.0,60000.0,18424.82,3686571.9999999995,5522010.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.003841072208583271,0.005480131115190672,73860.0,0.0027078256160303275,0.29,0.24
AES,0.0,0.0,10.848899999999997,4.1789999999998216e-05,0.0064645185435574567,0.009999999999999787,0.0009225092250922313,0.08000000000000007,0.007428040854224705,-0.05000000000000071,-0.004587155963302818,0.08000000000000007,0.007428040854224705,-1.620000000000001,-0.12991178829190064,0.8499999999999996,0.08499999999999996,0,0,10.847099999999996,2.8589999999998773e-05,0.0053469617541178254,0.0,0.0,10.857099999999994,2.8589999999998783e-05,0.0053469617541178262,0.0,0.0,189.59,2056.8429509999996,229598.0,2490472.465799999,224717.0,2439774.9406999988,1500.0,480000.0,700000.0,16273.349999999995,5211407.9999999972,7592969.9999999972,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0027954435405629047,0.003564299328199419,660390.0,0.002271385090628265,4.44,0.48
AET,0.45000000000001705,0.002633889376646281,171.16819999999998,0.0214347599999994,0.14640614741191504,-0.5300000000000011,-0.0030844439271372932,0.35000000000002274,0.002047382275519291,-0.799999999999983,-0.004648460197559459,1.0800000000000125,0.0063447303489602425,-13.679999999999978,-0.07395394096659087,55.260000000000005,0.47621509824198555,0,0,171.08059999999998,0.031493639999999719,0.17746447531830059,0.4000000000000057,0.0023417832679585838,171.25610000000003,0.030475789999999354,0.17457316517723837,0.410000000000025,0.002398783056400802,63.600000000000001,10886.29752,10250.0,1753576.1499999997,9918.0,1698517.9998000003,195.0,20000.0,22500.0,33377.798999999999,3425122.0000000005,3849313.4999999995,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002091248814219177,0.00261120618018308,326100.0,0.0005979760809567618,1.16,2.0
AMG,0.09999999999999432,0.0005412134004437642,184.76489999999998,0.019854989999999399,0.14090773577060769,1.7199999999999989,0.009391209391209385,3.950000000000017,0.021832854300243298,-0.13999999999998636,-0.0007567158531970508,5.969999999999999,0.03337059809949692,-13.530000000000001,-0.06819556451612904,45.349999999999994,0.3250430045871559,0,0,184.53290000000001,0.064568590000002063,0.25410350253391245,-0.23999999999998067,-0.0013003196619167832,185.09070000000003,0.037784510000000215,0.19438238088880436,0.04999999999998295,0.0002706067002218052,81.920000000000002,15135.940607999999,11183.0,2063631.4207000001,8952.0,1656931.9464000002,124.0,20000.0,20000.0,22910.847599999997,3701814.0000000005,3690658.0000000005,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02742964289899717,0.019604370779149297,55580.0,0.002231018351925153,0.44,0.8
