twelveMnthPctDate,avgVolume,previousClose,month,high,impliedVolatility,exDividendDate,expirationDate,percentChange,close,unitCode,serverTimestamp,settlement,open,dividendYieldAnnual,fiftyTwoWkLowDate,tradeTimestamp,askSize,twelveMnthPct,fiftyTwoWkHigh,low,dividendRateAnnual,openInterest,symbol,lastTradingDay,lastPrice,exchange,fiftyTwoWkHighDate,bid,previousSettlement,previousTimestamp,fiftyTwoWkLow,flag,sharesOutstanding,ask,bidSize,tick,tradeSize,volume,twentyDayAvgVol,name,year,mode,dayCode,previousLastPrice,netChange
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:35:01-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,10000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,237.52,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:35:01-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,10000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,237.52,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:36:09-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,10000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.71,0,2017-11-13,158.73,,48950,237.52,2000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:36:30-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,20000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,238.2,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:36:55-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,20000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,238.2,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:36:55-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,20000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,238.2,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:37:40-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,20000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,237.19,0,2017-11-13,158.73,,48950,238.2,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:37:59-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,10000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,237.19,0,2017-11-13,158.73,,48950,237.49,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:38:36-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,10000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,237.49,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
2016-11-14,427216,237.07,,237.86,,2017-07-19,,0.06,0,2,2017-11-14T13:39:23-06:00,0,236.43,0.03,2016-12-01,2017-11-14T14:08:28-06:00,10000,39.39,256.39,234.86,0.06,,COO,,237.22,BATS,2017-07-19,236.7,0,2017-11-13,158.73,,48950,237.48,10000,-,100,7916,423109,Cooper Companies,,i,D,237.07,0.15
